date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,relative_humidity_2m_mean,surface_pressure_mean,windspeed_10m_max,precipitation_sum
2016-02-14,27.4,20.8,23.8,73,1009.8,15.1,0.9
2016-02-15,28.0,20.8,23.5,78,1009.0,14.9,2.9
2016-02-16,27.6,21.3,24.1,82,1008.7,13.6,4.6
2016-02-17,28.2,19.8,24.0,82,1009.9,11.0,2.2
2016-02-18,28.8,21.0,24.7,81,1010.2,8.8,1.3
2016-02-19,27.6,21.8,24.0,77,1010.9,23.0,0.3
2016-02-20,27.8,21.0,23.5,69,1011.1,24.5,0.0
2016-02-21,27.9,19.4,23.1,65,1009.7,20.2,0.0
2016-02-22,28.1,20.5,23.8,71,1008.6,15.8,0.1
2016-02-23,28.5,20.5,24.1,76,1009.2,12.9,0.2
2016-02-24,28.8,19.8,23.9,80,1010.7,13.8,1.9
2016-02-25,29.3,20.6,24.6,77,1011.2,10.8,0.0
2016-02-26,29.1,20.2,24.4,78,1010.7,10.5,0.1
2016-02-27,28.2,21.2,24.3,79,1010.2,11.2,1.4
2016-02-28,29.4,21.0,24.7,73,1010.2,9.4,0.0
2016-02-29,29.4,21.2,25.0,72,1010.7,11.3,0.0
2016-03-01,28.2,21.1,24.6,75,1010.9,9.0,0.8
2016-03-02,29.3,21.6,25.2,73,1011.1,11.1,0.2
2016-03-03,29.2,22.0,25.2,71,1010.0,10.3,0.6
2016-03-04,29.0,21.0,24.8,76,1009.6,12.3,0.5
2016-03-05,28.8,20.9,24.9,78,1009.4,7.6,1.6
2016-03-06,28.9,22.2,25.1,76,1009.6,8.3,2.4
2016-03-07,29.1,21.7,24.2,77,1010.7,20.9,8.0
2016-03-08,27.3,21.1,23.5,64,1012.8,24.6,0.0
2016-03-09,26.8,19.8,22.9,60,1013.9,24.0,0.0
2016-03-10,28.1,20.1,23.3,60,1014.7,22.5,0.2
2016-03-11,28.7,20.3,24.0,64,1014.2,17.8,0.0
2016-03-12,29.3,20.8,24.4,69,1013.1,17.5,0.0
2016-03-13,28.9,21.4,24.7,71,1011.8,14.4,0.8
2016-03-14,29.8,21.5,25.1,75,1011.2,11.8,0.7
2016-03-15,27.9,22.4,24.1,84,1010.4,10.2,6.8
2016-03-16,29.5,21.6,24.6,83,1009.7,9.2,1.1
2016-03-17,30.4,21.7,25.3,73,1010.0,12.9,0.0
2016-03-18,29.1,20.1,24.5,74,1010.1,12.5,0.0
2016-03-19,29.3,20.2,24.6,76,1009.8,14.8,0.0
2016-03-20,27.7,21.2,24.5,79,1009.9,14.3,3.4
2016-03-21,28.8,22.0,25.2,77,1010.9,13.9,0.7
2016-03-22,29.1,21.8,25.3,78,1012.5,11.6,0.7
2016-03-23,29.0,21.9,25.3,73,1013.1,14.8,0.2
2016-03-24,29.9,22.0,25.3,72,1012.1,16.6,1.1
2016-03-25,30.1,22.0,25.4,72,1011.8,15.4,1.2
2016-03-26,30.0,22.1,25.7,73,1013.1,16.7,1.2
2016-03-27,29.3,22.1,25.5,73,1013.7,13.8,2.5
2016-03-28,29.8,21.8,25.4,71,1012.6,13.0,0.4
2016-03-29,29.4,20.6,24.9,70,1011.1,12.1,0.3
2016-03-30,29.3,20.7,24.9,72,1010.5,11.7,0.5
2016-03-31,28.7,22.0,24.8,77,1011.3,13.2,2.6
2016-04-01,28.1,21.8,24.1,83,1011.1,15.6,5.8
2016-04-02,28.6,21.1,24.7,83,1010.1,13.0,0.6
2016-04-03,29.5,21.2,25.1,80,1010.1,13.2,0.0
2016-04-04,29.0,21.8,25.3,79,1010.8,13.0,1.5
2016-04-05,28.8,22.8,25.5,77,1009.9,12.2,0.8
2016-04-06,29.0,22.2,24.9,80,1008.9,8.4,23.8
2016-04-07,28.8,22.1,25.0,78,1008.9,11.2,1.1
2016-04-08,29.4,21.7,25.4,75,1008.6,10.1,0.0
2016-04-09,28.8,21.2,25.1,79,1009.1,11.5,0.3
2016-04-10,29.2,21.6,25.2,79,1009.8,9.6,0.9
2016-04-11,28.8,22.0,25.3,75,1009.6,10.7,0.8
2016-04-12,30.4,22.5,25.5,74,1008.8,10.1,0.3
2016-04-13,30.7,22.3,26.0,69,1008.2,11.7,0.0
2016-04-14,30.7,21.9,25.7,68,1007.7,12.1,0.2
2016-04-15,30.8,21.0,25.4,67,1007.2,11.5,1.3
2016-04-16,30.3,21.5,25.7,69,1007.0,10.0,0.0
2016-04-17,30.6,22.6,25.9,73,1008.2,9.3,1.8
2016-04-18,30.6,22.4,25.1,75,1008.7,13.0,3.9
2016-04-19,28.9,21.8,25.1,70,1009.0,17.0,0.0
2016-04-20,29.3,22.0,25.3,63,1008.7,14.0,0.2
2016-04-21,29.1,22.4,25.5,61,1009.7,16.7,0.1
2016-04-22,29.4,22.5,25.4,71,1010.7,11.5,1.7
2016-04-23,29.9,23.1,26.1,78,1008.7,11.5,0.7
2016-04-24,29.9,23.3,26.4,79,1007.1,13.7,2.0
2016-04-25,30.7,22.7,25.7,80,1006.6,13.4,7.3
2016-04-26,25.7,21.8,23.4,90,1006.2,13.9,18.0
2016-04-27,28.6,21.4,24.0,88,1006.6,10.4,14.1
2016-04-28,29.0,22.0,25.1,84,1007.8,10.5,6.9
2016-04-29,28.3,21.7,24.5,87,1007.5,10.0,8.3
2016-04-30,27.2,21.1,23.9,88,1006.9,9.1,18.2
2016-05-01,28.5,21.5,24.1,86,1008.3,14.9,11.8
2016-05-02,27.1,22.1,24.3,85,1010.0,14.7,4.7
2016-05-03,28.0,21.6,24.4,86,1010.2,11.2,5.0
2016-05-04,27.8,22.0,24.7,86,1009.0,11.9,3.4
2016-05-05,28.3,22.8,25.6,84,1007.3,15.9,4.2
2016-05-06,28.6,23.6,25.8,85,1006.4,14.1,5.9
2016-05-07,28.6,22.6,25.6,84,1006.5,18.4,13.1
2016-05-08,27.7,21.0,23.9,81,1009.4,14.6,9.0
2016-05-09,28.7,22.6,24.8,79,1010.5,15.2,2.7
2016-05-10,27.2,22.7,24.5,84,1011.6,13.8,4.6
2016-05-11,28.4,23.0,25.2,79,1011.7,10.7,0.0
2016-05-12,28.6,22.8,25.5,80,1010.7,11.9,3.2
2016-05-13,28.4,22.8,25.1,84,1010.3,11.9,8.6
2016-05-14,28.7,22.6,25.7,82,1010.1,13.0,1.5
2016-05-15,28.8,23.3,26.0,86,1011.0,13.8,2.3
2016-05-16,29.4,23.5,26.1,82,1011.8,12.1,0.7
2016-05-17,29.5,23.7,26.2,81,1012.1,14.2,2.5
2016-05-18,29.4,23.2,26.1,81,1011.4,11.5,1.0
2016-05-19,29.2,22.3,25.7,81,1011.1,11.2,0.4
2016-05-20,29.2,22.4,25.7,83,1011.7,12.9,0.6
2016-05-21,29.4,22.2,25.9,81,1011.2,11.5,0.9
2016-05-22,29.5,23.1,26.2,81,1009.8,13.4,2.1
2016-05-23,29.2,23.4,26.2,84,1010.5,12.2,5.5
2016-05-24,29.3,24.0,26.4,82,1012.4,15.6,2.4
2016-05-25,29.8,22.1,25.9,80,1011.8,10.6,1.1
2016-05-26,28.5,23.0,25.4,82,1009.6,9.0,3.9
2016-05-27,28.4,23.0,25.5,81,1008.1,9.6,0.8
2016-05-28,28.5,22.7,25.7,82,1009.6,13.2,5.4
2016-05-29,28.6,22.8,25.0,87,1010.4,9.5,21.8
2016-05-30,28.3,21.9,25.0,87,1008.9,13.3,4.3
2016-05-31,28.0,22.7,24.6,88,1008.4,12.3,23.5
2016-06-01,28.2,22.6,24.9,88,1009.9,14.1,18.2
2016-06-02,27.4,23.2,24.5,91,1011.3,9.7,19.5
2016-06-03,28.3,22.8,25.0,90,1011.0,10.5,12.0
2016-06-04,29.8,23.1,26.0,86,1010.3,11.1,1.3
2016-06-05,28.8,23.1,25.9,87,1009.3,11.2,1.5
2016-06-06,29.6,23.5,26.3,81,1010.6,11.7,0.3
2016-06-07,28.8,22.7,25.9,86,1010.6,12.0,7.2
2016-06-08,28.9,23.7,25.7,87,1011.5,13.5,7.7
2016-06-09,29.4,24.1,26.5,83,1012.3,14.3,3.0
2016-06-10,29.7,23.1,26.5,82,1012.5,10.3,0.7
2016-06-11,29.6,23.1,26.6,81,1013.2,10.2,0.4
2016-06-12,29.3,23.7,26.3,82,1012.6,12.1,1.3
2016-06-13,29.0,23.4,26.3,82,1011.4,14.8,3.7
2016-06-14,29.3,24.6,26.6,82,1012.6,17.4,2.6
2016-06-15,30.1,24.0,26.8,80,1014.5,11.8,0.4
2016-06-16,30.1,22.9,26.4,81,1013.2,8.9,0.5
2016-06-17,30.1,22.9,26.3,81,1011.5,10.0,0.6
2016-06-18,29.9,22.5,26.0,82,1011.1,11.4,1.0
2016-06-19,30.8,22.9,26.5,79,1011.0,17.4,6.0
2016-06-20,28.4,22.6,24.7,88,1011.4,14.5,26.1
2016-06-21,28.5,22.8,25.3,87,1011.8,10.5,6.3
2016-06-22,28.4,23.1,25.1,86,1012.3,11.8,6.4
2016-06-23,29.2,22.7,25.7,81,1012.8,9.6,1.1
2016-06-24,29.4,22.7,25.5,82,1012.2,10.7,3.6
2016-06-25,30.1,23.2,26.1,81,1011.5,10.5,1.4
2016-06-26,29.6,23.2,25.9,81,1011.1,11.5,2.1
2016-06-27,29.2,22.9,25.5,84,1010.5,11.8,6.3
2016-06-28,29.0,22.0,25.5,83,1010.7,11.8,1.1
2016-06-29,28.8,23.0,25.9,83,1011.0,10.0,1.6
2016-06-30,29.6,22.6,26.0,80,1011.6,13.2,1.9
2016-07-01,29.5,23.0,26.1,79,1012.1,14.8,1.2
2016-07-02,29.5,24.3,25.9,86,1012.7,15.4,3.7
2016-07-03,30.2,22.9,26.4,81,1013.9,9.7,5.0
2016-07-04,30.1,24.0,26.6,80,1013.6,14.2,1.9
2016-07-05,30.3,23.5,25.8,85,1012.9,16.2,9.0
2016-07-06,30.9,23.4,27.0,79,1013.2,10.1,0.3
2016-07-07,30.6,24.6,27.0,82,1012.7,10.5,2.4
2016-07-08,30.0,23.7,26.8,77,1012.4,10.9,0.3
2016-07-09,30.0,23.3,26.4,78,1012.1,9.7,0.9
2016-07-10,30.4,23.7,26.8,79,1012.6,10.5,2.1
2016-07-11,31.1,23.6,27.0,79,1012.5,11.3,4.1
2016-07-12,30.5,24.0,26.6,80,1011.3,17.6,2.6
2016-07-13,30.3,23.5,26.4,77,1010.9,14.5,1.8
2016-07-14,30.1,23.4,25.9,82,1010.8,9.8,2.4
2016-07-15,30.1,23.2,26.3,78,1010.4,10.8,0.3
2016-07-16,31.5,23.4,26.9,75,1010.8,13.7,0.0
2016-07-17,30.1,23.6,25.7,83,1011.8,11.2,4.6
2016-07-18,30.4,23.1,25.9,79,1010.5,14.1,2.4
2016-07-19,29.0,23.3,25.9,81,1010.3,14.2,0.6
2016-07-20,31.1,23.3,26.6,80,1011.5,12.3,1.3
2016-07-21,31.0,24.2,26.6,81,1011.2,12.4,2.6
2016-07-22,30.8,24.1,27.2,81,1011.1,10.9,0.0
2016-07-23,31.0,24.2,27.2,76,1010.3,13.5,1.4
2016-07-24,30.0,23.8,26.4,77,1010.3,12.4,1.6
2016-07-25,29.6,23.3,26.0,80,1010.5,11.6,3.6
2016-07-26,29.9,23.7,25.8,82,1009.9,15.1,7.2
2016-07-27,31.0,23.6,26.6,83,1010.0,10.3,1.8
2016-07-28,31.5,24.1,27.0,80,1010.2,10.5,1.4
2016-07-29,30.0,23.6,26.2,80,1010.0,13.3,5.9
2016-07-30,30.8,23.9,27.0,75,1010.2,13.9,0.1
2016-07-31,27.8,23.7,25.4,86,1009.0,18.8,4.7
2016-08-01,27.0,23.7,24.9,92,1010.1,13.5,24.2
2016-08-02,30.5,23.8,26.4,83,1010.8,12.7,1.1
2016-08-03,30.0,22.8,26.1,82,1010.3,9.5,1.0
2016-08-04,31.1,23.2,26.8,78,1010.9,10.3,0.0
2016-08-05,29.4,23.9,25.4,87,1010.7,13.4,26.7
2016-08-06,27.9,24.1,25.2,89,1009.8,12.4,22.5
2016-08-07,30.1,23.0,26.3,86,1009.9,11.6,5.1
2016-08-08,31.1,23.9,27.3,83,1010.4,8.2,0.0
2016-08-09,31.0,24.7,27.2,83,1011.1,10.1,1.6
2016-08-10,29.6,23.6,26.2,83,1011.3,11.6,1.4
2016-08-11,30.0,23.3,26.2,80,1010.5,10.9,1.2
2016-08-12,30.1,23.6,26.6,76,1009.3,11.0,0.2
2016-08-13,30.9,23.9,26.5,79,1009.3,12.3,4.1
2016-08-14,29.7,23.5,26.0,83,1010.1,10.1,3.7
2016-08-15,30.9,23.2,26.6,78,1010.7,11.0,0.0
2016-08-16,30.4,23.7,26.4,79,1011.2,11.2,1.2
2016-08-17,30.4,23.5,26.7,77,1011.0,10.7,0.8
2016-08-18,31.0,23.7,27.1,80,1010.6,10.7,0.0
2016-08-19,31.8,24.6,27.7,78,1009.8,8.9,0.0
2016-08-20,31.7,24.0,27.4,77,1009.0,10.4,0.0
2016-08-21,32.1,23.4,27.3,76,1009.8,10.4,0.0
2016-08-22,31.0,24.5,27.1,79,1010.1,12.4,0.3
2016-08-23,30.7,23.5,26.9,78,1009.5,11.2,2.0
2016-08-24,30.0,23.8,25.9,81,1006.6,16.7,11.6
2016-08-25,27.5,23.6,25.4,89,1006.2,14.9,9.2
2016-08-26,28.7,23.9,25.3,91,1007.6,9.4,7.9
2016-08-27,28.8,23.2,25.5,89,1008.0,10.2,8.8
2016-08-28,29.6,23.0,25.4,88,1008.8,10.2,11.3
2016-08-29,29.6,22.2,25.7,86,1009.2,13.0,3.1
2016-08-30,30.1,23.2,26.6,83,1010.1,11.2,0.1
2016-08-31,31.2,23.9,27.1,81,1010.2,11.4,0.6
2016-09-01,31.9,24.1,27.5,76,1010.9,11.9,0.0
2016-09-02,29.7,23.5,26.4,82,1011.5,12.7,3.7
2016-09-03,31.3,23.5,27.0,80,1010.7,12.7,1.0
2016-09-04,31.5,24.8,27.7,77,1009.8,19.0,0.0
2016-09-05,32.2,24.7,27.7,73,1009.5,18.9,0.5
2016-09-06,27.7,23.6,25.0,88,1010.2,14.6,26.4
2016-09-07,30.3,23.1,26.3,83,1010.5,9.7,3.2
2016-09-08,29.5,23.7,26.3,81,1009.5,11.1,1.0
2016-09-09,30.4,22.7,26.3,81,1009.5,9.3,2.0
2016-09-10,29.5,23.0,26.1,84,1010.6,12.2,3.1
2016-09-11,29.6,23.5,25.9,86,1010.8,10.0,2.1
2016-09-12,30.2,23.6,26.2,81,1009.1,11.2,1.2
2016-09-13,30.3,23.4,26.1,81,1009.1,10.5,1.3
2016-09-14,30.0,23.2,26.2,81,1010.0,10.0,1.5
2016-09-15,29.8,23.7,26.5,80,1009.6,9.3,0.7
2016-09-16,29.9,23.3,26.3,78,1009.2,10.0,0.1
2016-09-17,30.1,22.8,25.9,80,1009.0,9.5,1.3
2016-09-18,31.1,22.4,26.3,80,1008.1,10.0,0.0
2016-09-19,28.4,23.2,25.8,85,1008.6,11.5,2.8
2016-09-20,30.5,23.4,26.3,82,1008.2,9.1,1.3
2016-09-21,30.8,23.5,26.5,80,1007.0,9.0,1.7
2016-09-22,30.4,23.9,26.2,82,1006.9,10.5,4.7
2016-09-23,30.0,22.5,26.4,81,1008.4,9.2,0.1
2016-09-24,30.7,24.4,27.3,81,1009.4,10.8,0.8
2016-09-25,30.7,23.9,27.0,80,1008.7,9.7,0.0
2016-09-26,30.6,23.4,26.8,81,1008.0,9.4,0.8
2016-09-27,30.9,24.1,27.2,81,1008.3,10.9,0.3
2016-09-28,31.7,24.7,27.7,79,1010.0,13.7,0.2
2016-09-29,31.7,24.4,27.4,77,1009.3,21.4,1.7
2016-09-30,30.5,24.2,26.6,78,1007.0,22.0,3.9
2016-10-01,28.6,23.7,25.3,85,1005.4,13.5,10.2
2016-10-02,28.4,22.8,25.2,88,1005.6,9.5,8.1
2016-10-03,25.7,23.1,24.5,94,1004.3,15.8,40.4
2016-10-04,24.8,24.2,24.5,95,1004.9,22.3,94.7
2016-10-05,28.8,24.2,26.3,86,1006.0,20.0,8.2
2016-10-06,29.8,25.3,27.1,83,1006.5,12.5,2.7
2016-10-07,30.5,23.7,26.5,86,1005.5,8.5,2.6
2016-10-08,30.5,23.8,26.7,82,1005.0,12.0,0.5
2016-10-09,30.0,22.6,26.2,85,1005.0,8.6,0.8
2016-10-10,29.8,23.1,26.4,84,1005.5,10.8,1.7
2016-10-11,30.1,24.0,26.6,83,1005.5,8.5,1.7
2016-10-12,29.3,23.5,26.2,86,1005.9,14.4,2.7
2016-10-13,29.7,23.6,26.7,86,1007.2,10.6,1.8
2016-10-14,30.5,22.9,26.4,84,1008.6,8.8,2.2
2016-10-15,29.1,24.1,26.0,86,1008.2,9.9,3.3
2016-10-16,30.0,23.2,26.2,82,1005.9,9.0,2.7
2016-10-17,29.3,23.5,26.1,83,1003.8,14.0,0.0
2016-10-18,29.4,23.7,25.8,85,1003.5,16.6,3.4
2016-10-19,28.3,23.5,25.4,87,1004.1,18.2,2.2
2016-10-20,27.7,23.8,24.6,92,1005.3,14.7,8.8
2016-10-21,29.5,24.2,26.5,84,1005.2,12.7,0.0
2016-10-22,28.9,24.5,26.2,87,1006.7,8.7,2.3
2016-10-23,29.5,23.6,25.6,85,1008.7,13.0,1.3
2016-10-24,29.3,23.4,25.7,80,1007.9,14.4,1.3
2016-10-25,28.6,23.1,25.3,81,1006.1,16.2,0.6
2016-10-26,28.6,23.2,25.3,80,1005.9,18.6,1.0
2016-10-27,29.5,23.2,26.0,77,1005.1,14.9,0.0
2016-10-28,29.5,22.7,25.9,84,1005.2,10.5,1.4
2016-10-29,29.2,23.5,26.1,86,1006.6,8.4,0.4
2016-10-30,29.6,23.6,25.4,89,1006.3,8.4,10.1
2016-10-31,29.0,22.6,25.3,86,1003.7,8.2,3.9
2016-11-01,28.4,23.5,25.0,82,1003.8,20.5,8.1
2016-11-02,28.8,22.9,25.2,79,1006.1,23.6,1.0
2016-11-03,28.3,22.4,24.9,78,1007.3,17.4,0.1
2016-11-04,28.2,22.5,24.7,83,1007.0,12.3,2.3
2016-11-05,28.1,22.8,24.6,89,1007.5,13.2,11.7
2016-11-06,28.2,22.2,24.3,89,1006.8,8.7,10.0
2016-11-07,27.9,22.2,24.2,87,1006.4,11.0,5.1
2016-11-08,27.7,22.3,24.1,87,1007.0,14.3,4.4
2016-11-09,28.3,22.5,24.8,85,1007.5,15.3,3.2
2016-11-10,29.6,23.3,25.8,82,1008.3,12.3,0.3
2016-11-11,28.0,23.5,25.2,84,1007.5,16.2,1.0
2016-11-12,28.3,23.1,25.2,84,1007.7,14.1,2.6
2016-11-13,28.5,23.1,24.9,88,1007.2,13.3,1.9
2016-11-14,28.2,23.4,25.1,86,1006.0,13.2,4.3
2016-11-15,29.0,23.1,25.0,88,1004.6,10.5,4.5
2016-11-16,28.5,22.2,25.1,87,1004.2,10.0,1.0
2016-11-17,28.8,22.6,25.5,84,1004.7,16.0,0.5
2016-11-18,26.3,23.2,24.1,89,1006.6,20.5,4.2
2016-11-19,27.3,22.8,24.2,88,1006.3,17.0,7.5
2016-11-20,25.2,22.1,23.3,85,1006.2,19.9,8.2
2016-11-21,24.6,20.9,22.6,80,1006.6,17.7,4.1
2016-11-22,27.4,22.2,24.1,73,1007.4,21.3,1.0
2016-11-23,27.3,23.1,24.1,84,1008.2,20.8,3.1
2016-11-24,27.1,22.8,24.1,88,1008.9,17.7,0.5
2016-11-25,26.4,22.8,24.1,86,1009.2,15.5,0.5
2016-11-26,28.3,22.1,24.3,83,1007.8,14.1,1.7
2016-11-27,27.4,21.5,23.5,90,1005.7,9.7,10.2
2016-11-28,26.7,20.4,23.0,76,1005.1,21.8,1.7
2016-11-29,27.3,21.0,23.6,77,1005.8,18.1,0.0
2016-11-30,27.9,22.3,24.8,82,1006.8,14.1,0.6
2016-12-01,28.6,23.1,25.1,83,1007.3,13.4,0.5
2016-12-02,28.1,22.1,24.3,90,1009.0,9.1,3.9
2016-12-03,27.9,22.3,24.7,87,1008.8,6.5,0.2
2016-12-04,27.8,23.0,24.8,84,1009.1,13.7,1.8
2016-12-05,27.2,22.6,24.3,85,1009.9,17.7,1.1
2016-12-06,27.3,22.4,24.5,85,1010.8,11.9,0.6
2016-12-07,28.0,22.2,24.7,83,1010.9,11.5,0.5
2016-12-08,28.4,22.0,24.5,79,1011.1,15.3,0.0
2016-12-09,28.7,20.7,24.3,76,1011.3,13.7,0.0
2016-12-10,28.2,22.3,24.6,80,1012.1,15.6,0.0
2016-12-11,27.4,22.5,24.1,86,1012.3,13.1,4.5
2016-12-12,28.1,21.5,24.4,80,1012.4,16.2,1.1
2016-12-13,28.3,21.9,24.7,81,1011.2,11.3,1.4
2016-12-14,27.5,22.6,24.6,84,1011.1,11.0,1.6
2016-12-15,28.2,21.2,24.2,82,1010.3,8.7,0.0
2016-12-16,29.0,21.3,24.5,80,1011.3,13.0,0.0
2016-12-17,27.4,22.5,24.5,84,1012.8,15.5,2.1
2016-12-18,27.7,22.4,24.5,84,1013.9,15.3,3.4
2016-12-19,28.0,22.2,24.2,81,1013.9,21.1,2.5
2016-12-20,26.0,20.7,23.0,83,1011.4,18.0,2.2
2016-12-21,26.3,20.5,22.7,84,1009.7,14.1,3.3
2016-12-22,27.5,21.0,23.6,82,1010.2,16.3,0.9
2016-12-23,27.2,21.2,23.6,79,1011.2,17.9,0.9
2016-12-24,27.4,21.8,23.8,83,1011.8,18.0,1.6
2016-12-25,27.6,22.0,24.2,83,1012.0,15.5,3.6
2016-12-26,27.0,21.7,23.7,81,1012.8,20.2,2.3
2016-12-27,27.1,21.6,23.4,82,1012.1,15.3,2.3
2016-12-28,27.3,21.0,23.4,81,1011.1,12.6,0.7
2016-12-29,27.1,20.7,23.5,82,1010.1,10.1,0.4
2016-12-30,27.6,20.0,23.8,83,1010.1,8.0,0.0
2016-12-31,26.9,21.6,23.9,81,1012.1,17.7,0.7
2017-01-01,27.7,22.1,24.4,80,1013.0,17.0,2.0
2017-01-02,28.7,21.4,24.4,78,1013.0,16.3,0.6
2017-01-03,28.2,21.3,24.0,80,1010.1,14.1,1.4
2017-01-04,27.5,21.2,23.8,84,1008.6,13.1,0.6
2017-01-05,26.1,19.6,22.9,86,1009.3,12.7,1.9
2017-01-06,27.7,20.2,23.9,82,1011.0,12.0,0.5
2017-01-07,28.5,21.0,24.2,82,1012.1,12.6,0.0
2017-01-08,27.4,19.7,23.6,84,1012.0,16.0,1.6
2017-01-09,26.3,21.1,23.1,84,1012.2,23.8,2.0
2017-01-10,25.1,21.5,22.8,77,1011.6,28.4,1.2
2017-01-11,26.7,20.4,22.9,68,1012.2,28.2,0.1
2017-01-12,27.1,20.3,22.8,64,1013.4,27.4,0.2
2017-01-13,27.4,20.2,23.1,69,1013.2,29.0,0.0
2017-01-14,26.7,20.3,23.0,73,1012.5,24.0,2.1
2017-01-15,27.9,20.3,23.4,72,1011.7,18.7,0.6
2017-01-16,27.4,20.1,23.2,75,1012.2,19.5,0.9
2017-01-17,28.0,19.7,23.1,75,1012.8,20.5,0.3
2017-01-18,28.3,19.3,23.1,70,1012.1,21.2,0.0
2017-01-19,28.1,16.9,21.7,69,1010.0,13.1,0.0
2017-01-20,28.1,17.1,22.0,72,1009.8,11.8,0.0
2017-01-21,27.7,17.9,22.3,73,1010.1,12.4,0.2
2017-01-22,27.2,17.9,22.3,75,1009.1,16.0,0.0
2017-01-23,25.8,19.1,23.2,75,1007.2,22.8,2.3
2017-01-24,27.9,23.3,25.2,74,1006.8,29.3,0.0
2017-01-25,29.4,21.1,24.7,72,1010.7,18.5,0.0
2017-01-26,28.2,18.6,22.8,69,1012.7,14.0,0.0
2017-01-27,28.2,18.1,22.8,73,1012.3,15.5,0.0
2017-01-28,27.4,19.2,23.4,80,1011.5,10.5,1.4
2017-01-29,27.8,20.2,23.8,81,1011.8,18.4,0.6
2017-01-30,28.0,19.3,23.7,79,1012.1,10.2,0.0
2017-01-31,29.6,20.6,24.4,75,1012.5,16.2,1.1
2017-02-01,28.7,21.2,24.4,78,1011.9,14.5,1.0
2017-02-02,29.6,21.0,24.7,77,1011.5,18.5,0.1
2017-02-03,28.9,21.3,24.4,80,1011.8,13.0,2.2
2017-02-04,29.0,21.0,24.7,75,1011.7,14.2,0.3
2017-02-05,27.8,21.2,24.1,79,1011.4,15.2,2.7
2017-02-06,28.9,21.3,24.8,75,1011.0,11.4,1.5
2017-02-07,26.2,21.1,23.9,82,1010.9,17.3,4.2
2017-02-08,28.9,21.0,24.7,79,1010.8,16.8,0.6
2017-02-09,28.5,19.8,24.2,80,1011.8,11.8,0.0
2017-02-10,29.3,20.8,24.5,77,1013.6,15.9,0.4
2017-02-11,27.7,20.8,24.1,75,1013.3,16.9,1.6
2017-02-12,27.3,21.4,23.7,78,1011.7,17.4,3.2
2017-02-13,27.9,21.0,23.5,81,1009.2,15.6,1.6
2017-02-14,26.9,20.9,23.3,80,1009.4,12.7,1.4
2017-02-15,26.2,20.1,23.3,81,1010.9,16.4,2.0
2017-02-16,27.9,21.0,24.3,76,1011.5,13.6,0.2
2017-02-17,28.7,20.0,24.1,77,1011.6,14.8,0.4
2017-02-18,28.3,20.7,24.2,74,1011.5,13.3,0.9
2017-02-19,27.6,20.7,23.5,80,1011.5,14.8,1.6
2017-02-20,27.6,21.7,24.2,80,1009.0,15.5,2.0
2017-02-21,29.4,21.0,24.6,62,1007.2,23.3,0.0
2017-02-22,28.4,19.3,23.9,69,1005.7,17.4,0.1
2017-02-23,26.5,21.6,23.9,77,1005.9,21.6,4.7
2017-02-24,27.3,22.4,24.8,77,1006.7,23.8,1.1
2017-02-25,27.6,22.4,24.8,78,1008.9,17.4,1.4
2017-02-26,29.4,20.3,24.6,74,1010.9,16.0,0.1
2017-02-27,32.0,21.3,25.2,70,1012.8,20.9,0.2
2017-02-28,30.9,21.3,24.9,74,1012.9,17.2,0.8
2017-03-01,29.9,21.6,25.3,70,1012.0,18.0,0.4
2017-03-02,31.2,21.2,25.5,69,1012.4,21.7,0.2
2017-03-03,29.9,20.9,24.8,73,1013.3,15.3,0.8
2017-03-04,29.9,20.9,24.9,69,1012.3,15.9,0.4
2017-03-05,28.7,20.4,23.7,72,1011.4,23.4,1.6
2017-03-06,27.8,21.4,23.6,67,1012.8,32.7,1.1
2017-03-07,27.4,21.6,23.6,63,1014.4,28.3,0.5
2017-03-08,28.2,21.3,24.1,63,1014.5,25.5,0.6
2017-03-09,29.4,19.5,24.0,65,1012.8,17.9,0.3
2017-03-10,27.7,20.3,23.9,76,1011.1,17.1,2.2
2017-03-11,27.9,21.4,24.5,76,1010.6,12.6,0.7
2017-03-12,28.9,22.1,24.7,77,1010.3,17.1,3.0
2017-03-13,26.9,21.4,24.2,81,1010.6,15.2,2.2
2017-03-14,28.3,21.7,24.6,76,1011.1,17.1,0.2
2017-03-15,27.8,20.6,24.4,80,1011.0,17.2,0.4
2017-03-16,29.3,20.8,24.6,78,1011.7,18.9,2.0
2017-03-17,29.4,21.6,24.7,75,1012.2,15.2,0.8
2017-03-18,30.6,20.9,24.9,69,1011.9,16.7,0.5
2017-03-19,28.6,21.2,24.7,74,1010.7,12.9,0.4
2017-03-20,30.3,21.1,24.7,76,1009.8,13.9,3.5
2017-03-21,29.4,21.5,24.7,75,1010.6,13.4,7.1
2017-03-22,27.5,21.7,24.4,79,1009.5,14.2,3.1
2017-03-23,30.9,21.2,24.5,78,1009.3,16.6,2.3
2017-03-24,27.5,21.0,23.2,82,1009.9,23.8,6.1
2017-03-25,31.9,21.8,25.7,69,1007.3,23.3,2.2
2017-03-26,27.7,20.1,24.2,81,1006.5,23.3,1.2
2017-03-27,28.7,21.0,24.8,77,1006.6,24.0,0.1
2017-03-28,30.6,21.0,25.3,71,1007.4,17.7,0.1
